Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,covid_cases,covid_deaths
Symptoms of Anxiety Disorder,By State,connecticut,Connecticut,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,25.5,21.7,29.5,21.7 - 29.5,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,delaware,Delaware,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,15.9,11.6,21.0,11.6 - 21.0,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,district of columbia,District of Columbia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.0,25.7,39.0,25.7 - 39.0,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,florida,Florida,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.4,23.2,29.7,23.2 - 29.7,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,georgia,Georgia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.8,27.1,34.7,27.1 - 34.7,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,hawaii,Hawaii,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.7,22.7,33.1,22.7 - 33.1,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,idaho,Idaho,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.3,23.3,31.5,23.3 - 31.5,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,illinois,Illinois,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.4,23.7,31.4,23.7 - 31.4,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,indiana,Indiana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,28.2,25.1,31.5,25.1 - 31.5,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,iowa,Iowa,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.4,25.9,33.2,25.9 - 33.2,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,kansas,Kansas,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.4,25.9,33.0,25.9 - 33.0,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,kentucky,Kentucky,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.2,26.5,34.2,26.5 - 34.2,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,louisiana,Louisiana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.5,27.7,37.7,27.7 - 37.7,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,maine,Maine,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.0,22.6,31.8,22.6 - 31.8,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,maryland,Maryland,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,23.5,20.1,27.2,20.1 - 27.2,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,massachusetts,Massachusetts,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.9,24.8,31.1,24.8 - 31.1,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,michigan,Michigan,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,28.1,24.3,32.1,24.3 - 32.1,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,minnesota,Minnesota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,22.3,19.3,25.6,19.3 - 25.6,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,mississippi,Mississippi,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.2,25.5,35.2,25.5 - 35.2,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,missouri,Missouri,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.8,27.6,36.3,27.6 - 36.3,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,montana,Montana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.1,26.4,38.1,26.4 - 38.1,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,nebraska,Nebraska,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,28.0,24.6,31.6,24.6 - 31.6,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,nevada,Nevada,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.1,24.8,33.6,24.8 - 33.6,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,new hampshire,New Hampshire,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,24.0,19.8,28.7,19.8 - 28.7,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,new jersey,New Jersey,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,25.7,21.9,29.8,21.9 - 29.8,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,new mexico,New Mexico,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.2,28.6,35.9,28.6 - 35.9,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,new york,New York,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,24.7,20.7,29.1,20.7 - 29.1,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,north carolina,North Carolina,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.7,22.8,31.0,22.8 - 31.0,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,north dakota,North Dakota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,25.1,20.0,30.8,20.0 - 30.8,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,ohio,Ohio,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.7,24.1,31.6,24.1 - 31.6,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,oklahoma,Oklahoma,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.7,31.2,40.5,31.2 - 40.5,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,oregon,Oregon,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.5,29.6,37.6,29.6 - 37.6,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,pennsylvania,Pennsylvania,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.9,26.2,33.8,26.2 - 33.8,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,rhode island,Rhode Island,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,23.0,17.7,29.0,17.7 - 29.0,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,south carolina,South Carolina,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.8,22.2,31.9,22.2 - 31.9,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,south dakota,South Dakota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,23.5,18.0,29.7,18.0 - 29.7,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,tennessee,Tennessee,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.1,29.2,37.1,29.2 - 37.1,30.0-35.7,0.0,0.0
Symptoms of Anxiety Disorder,By State,texas,Texas,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,24.4,21.8,27.1,21.8 - 27.1,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,utah,Utah,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.0,25.8,32.4,25.8 - 32.4,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,vermont,Vermont,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,21.7,17.8,26.0,17.8 - 26.0,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,virginia,Virginia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.1,23.5,31.0,23.5 - 31.0,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder,By State,washington,Washington,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.9,27.2,32.7,27.2 - 32.7,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,west virginia,West Virginia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.3,25.1,33.7,25.1 - 33.7,27.5-29.9,0.0,0.0
Symptoms of Anxiety Disorder,By State,wisconsin,Wisconsin,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,22.1,18.9,25.6,18.9 - 25.6,15.9-25.1,0.0,0.0
Symptoms of Anxiety Disorder,By State,wyoming,Wyoming,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.2,20.0,33.1,20.0 - 33.1,25.2-27.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,National Estimate,united states,United States,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.4,31.7,33.1,31.7 - 33.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,18 - 29 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,46.6,43.8,49.4,43.8 - 49.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,30 - 39 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,39.3,37.7,40.9,37.7 - 40.9,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,40 - 49 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.9,32.5,35.3,32.5 - 35.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,50 - 59 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.1,29.6,32.7,29.6 - 32.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,60 - 69 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,24.0,22.6,25.4,22.6 - 25.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,70 - 79 years,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,18.3,16.6,20.1,16.6 - 20.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Age,united states,80 years and above,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,20.6,16.8,24.8,16.8 - 24.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Male,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.1,28.1,30.2,28.1 - 30.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sex,united states,Female,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.5,34.6,36.4,34.6 - 36.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,united states,Cis-gender male,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,28.6,27.5,29.6,27.5 - 29.6,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,united states,Cis-gender female,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,34.8,33.9,35.7,33.9 - 35.7,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Gender identity,united states,Transgender,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,85.2,79.9,89.5,79.9 - 89.5,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,united states,Gay or lesbian,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,42.5,37.9,47.3,37.9 - 47.3,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,united states,Straight,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.8,29.1,30.6,29.1 - 30.6,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Sexual orientation,united states,Bisexual,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,56.2,53.2,59.2,53.2 - 59.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,Hispanic or Latino,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,37.2,34.3,40.2,34.3 - 40.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic White, single race",3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.4,30.7,32.1,30.7 - 32.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Black, single race",3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.7,27.6,31.8,27.6 - 31.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic Asian, single race",3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.5,23.3,30.0,23.3 - 30.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Race/Hispanic ethnicity,united states,"Non-Hispanic, other races and multiple races",3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,42.1,38.1,46.2,38.1 - 46.2,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Less than a high school diploma,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,39.8,35.6,44.1,35.6 - 44.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,High school diploma or GED,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.9,34.4,37.4,34.4 - 37.4,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Some college/Associate's degree,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,37.0,35.9,38.1,35.9 - 38.1,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,united states,Bachelor's degree or higher,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,24.3,23.5,25.0,23.5 - 25.0,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,united states,With disability,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,59.8,57.8,61.8,57.8 - 61.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By Disability status,united states,Without disability,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.0,26.2,27.8,26.2 - 27.8,,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alabama,Alabama,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,36.9,31.6,42.5,31.6 - 42.5,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,alaska,Alaska,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.0,21.1,31.3,21.1 - 31.3,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arizona,Arizona,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.3,26.6,34.2,26.6 - 34.2,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,arkansas,Arkansas,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.2,27.6,39.2,27.6 - 39.2,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,california,California,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.4,29.7,37.2,29.7 - 37.2,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,colorado,Colorado,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.6,27.5,35.8,27.5 - 35.8,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,connecticut,Connecticut,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.3,25.4,33.5,25.4 - 33.5,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,delaware,Delaware,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,21.7,16.3,27.8,16.3 - 27.8,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,district of columbia,District of Columbia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.9,30.1,42.0,30.1 - 42.0,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,florida,Florida,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.1,28.0,34.3,28.0 - 34.3,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,georgia,Georgia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.1,31.3,39.0,31.3 - 39.0,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,hawaii,Hawaii,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,34.1,28.2,40.4,28.2 - 40.4,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,idaho,Idaho,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.5,25.5,33.8,25.5 - 33.8,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,illinois,Illinois,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.1,29.1,37.4,29.1 - 37.4,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,indiana,Indiana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.7,29.4,36.1,29.4 - 36.1,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,iowa,Iowa,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.7,28.9,36.7,28.9 - 36.7,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kansas,Kansas,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.9,30.6,37.4,30.6 - 37.4,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,kentucky,Kentucky,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,36.4,31.5,41.6,31.5 - 41.6,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,louisiana,Louisiana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,39.4,34.6,44.3,34.6 - 44.3,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maine,Maine,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.7,27.8,37.8,27.8 - 37.8,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,maryland,Maryland,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.4,25.2,34.0,25.2 - 34.0,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,massachusetts,Massachusetts,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.4,29.0,35.9,29.0 - 35.9,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,michigan,Michigan,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.3,28.4,36.5,28.4 - 36.5,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,minnesota,Minnesota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,25.4,21.8,29.2,21.8 - 29.2,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,mississippi,Mississippi,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,37.7,32.3,43.4,32.3 - 43.4,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,missouri,Missouri,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,37.3,33.3,41.5,33.3 - 41.5,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,montana,Montana,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.9,29.9,42.2,29.9 - 42.2,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nebraska,Nebraska,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.6,29.0,36.4,29.0 - 36.4,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,nevada,Nevada,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.3,30.3,40.5,30.3 - 40.5,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new hampshire,New Hampshire,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,27.5,23.1,32.2,23.1 - 32.2,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new jersey,New Jersey,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.4,26.5,34.5,26.5 - 34.5,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new mexico,New Mexico,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.6,32.2,39.1,32.2 - 39.1,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,new york,New York,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.5,26.8,36.5,26.8 - 36.5,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north carolina,North Carolina,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.9,27.4,34.7,27.4 - 34.7,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,north dakota,North Dakota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.2,23.7,35.2,23.7 - 35.2,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,ohio,Ohio,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.4,27.7,35.3,27.7 - 35.3,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oklahoma,Oklahoma,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,39.4,34.9,44.1,34.9 - 44.1,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,oregon,Oregon,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,38.1,34.2,42.2,34.2 - 42.2,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,pennsylvania,Pennsylvania,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,32.6,29.0,36.4,29.0 - 36.4,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,rhode island,Rhode Island,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,28.1,22.4,34.4,22.4 - 34.4,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south carolina,South Carolina,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,31.1,26.4,36.1,26.4 - 36.1,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,south dakota,South Dakota,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.2,20.0,33.2,20.0 - 33.2,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,tennessee,Tennessee,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,38.1,33.9,42.3,33.9 - 42.3,35.2-39.4,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,texas,Texas,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,30.4,27.6,33.2,27.6 - 33.2,29.9-32.6,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,utah,Utah,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,35.1,31.4,38.8,31.4 - 38.8,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,vermont,Vermont,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,26.6,21.5,32.1,21.5 - 32.1,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,virginia,Virginia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.1,29.6,36.7,29.6 - 36.7,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,washington,Washington,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.3,30.7,36.1,30.7 - 36.1,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,west virginia,West Virginia,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,33.5,29.1,38.0,29.1 - 38.0,32.7-35.1,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wisconsin,Wisconsin,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,25.4,22.1,29.0,22.1 - 29.0,21.7-29.8,0.0,0.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,wyoming,Wyoming,3.9,59,"Jun 28 - Jul 10, 2023",2023-06-28,2023-07-10,29.8,24.1,36.1,24.1 - 36.1,21.7-29.8,0.0,0.0
Symptoms of Depressive Disorder,National Estimate,united states,United States,3.9,60,"Jul 26 - Aug 7, 2023",2023-07-26,2023-08-07,21.9,21.2,22.5,21.2 - 22.5,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,18 - 29 years,3.9,60,"Jul 26 - Aug 7, 2023",2023-07-26,2023-08-07,35.5,33.2,37.8,33.2 - 37.8,,0.0,0.0
Symptoms of Depressive Disorder,By Age,united states,30 - 39 years,3.9,60,"Jul 26 - Aug 7, 2023",2023-07-26,2023-08-07,26.3,24.5,28.1,24.5 - 28.1,,0.0,0.0
